config,mean_val_PR_AUC,std_val_PR_AUC,mean_test_PR_AUC,std_test_PR_AUC,mean_test_ROC_AUC,std_test_ROC_AUC,mean_test_F1,std_test_F1
n300_log2,0.6012514704411348,0.014337621388305907,0.5923040327488918,0.010446285304071717,0.7870891365037347,0.005846480589543328,0.5743902948310924,0.01128480840314414
n300_sqrt,0.6009561427997382,0.016292356795885737,0.5908108851821126,0.00958120398469978,0.7848444179583376,0.004706810970897959,0.5742426990628944,0.009938700738344661
n100_sqrt,0.5925392248499182,0.016948056414584082,0.5815854131306117,0.00951503978926928,0.7816980877866162,0.004601892278777471,0.5693148526908917,0.008311104414083115
n100_log2,0.5923064755080081,0.015062345803943224,0.582645651841938,0.008799882504483901,0.7825306124729161,0.0055434503472735885,0.5674264340380762,0.01020830924485524
