Model,Config,Label,Bal.Acc_mean,Bal.Acc_std,Bal.Acc_count,MCC_mean,MCC_std,MCC_count,F1_mean,F1_std,F1_count,ROC_AUC_mean,ROC_AUC_std,ROC_AUC_count,PR_AUC_mean,PR_AUC_std,PR_AUC_count,Precision_mean,Precision_std,Precision_count,Sensitivity_mean,Sensitivity_std,Sensitivity_count,Specificity_mean,Specificity_std,Specificity_count
LR,LR_C=0.1,fine_alcoholic,0.8388,0.058533750947637,5,0.5589999999999999,0.046048887065813,5,0.5519999999999999,0.0605763980441227,5,0.9616,0.0205621010599597,5,0.492,0.0541202365109392,5,0.4814,0.109523056933232,5,0.6964,0.1270287369062607,5,0.9818,0.0114105214604767,5
LR,LR_C=0.1,fine_aldehydic,0.6921999999999999,0.0897006131528653,5,0.3374,0.0698841899144577,5,0.3416,0.0574569403988761,5,0.8976000000000001,0.0243885218904303,5,0.3258,0.0742879532629618,5,0.3399999999999999,0.1106729415891707,5,0.412,0.1959260064412072,5,0.9722,0.0188600106044508,5
LR,LR_C=0.1,fine_alliaceous,0.7634000000000001,0.0553786962648995,5,0.4142,0.0521699147018662,5,0.4154,0.0531300291737168,5,0.9622,0.0095236547606473,5,0.45,0.0937043222055418,5,0.346,0.0796492310069595,5,0.5572,0.1240713504399786,5,0.9696,0.0172133668990119,5
LR,LR_C=0.1,fine_almond,0.591,0.0567846810328278,5,0.186,0.0952234214886232,5,0.1954,0.0958973409433233,5,0.8972,0.0246312809248727,5,0.235,0.0901387818865997,5,0.2125999999999999,0.0875288523859418,5,0.1958,0.115441327088699,5,0.9866,0.0069137544069774,5
LR,LR_C=0.1,fine_amber,0.6982,0.0813707564177696,5,0.3232,0.0654194160781033,5,0.3226,0.0662102711065285,5,0.869,0.0393954312071843,5,0.2792,0.0966835042807199,5,0.2928,0.0586617422175645,5,0.419,0.1730144502635545,5,0.9782,0.010686440005914,5
LR,LR_C=0.1,fine_animal,0.6496000000000001,0.0328907281767978,5,0.3389999999999999,0.0913345498702435,5,0.3402,0.0881657529883344,5,0.7586,0.0416449276623216,5,0.2861999999999999,0.0560731664880805,5,0.4227999999999999,0.1669407080373148,5,0.3156,0.0714373851705114,5,0.9838,0.0184715998224301,5
LR,LR_C=0.1,fine_anisic,0.6759999999999999,0.0792906047397798,5,0.3492,0.107541619850177,5,0.346,0.0914685738382314,5,0.8204,0.0713358255016369,5,0.3282,0.185366393933744,5,0.3876,0.1985630882112785,5,0.3656,0.1683041888961769,5,0.9862,0.0120913192001534,5
LR,LR_C=0.1,fine_apple,0.7912,0.051533484260236,5,0.466,0.0300665927567458,5,0.4894,0.0178969271105405,5,0.9208,0.0173262806164508,5,0.471,0.0301744925392292,5,0.4008,0.0319249119027758,5,0.6476,0.1227611502064069,5,0.9348,0.0205839743489929,5
LR,LR_C=0.1,fine_apricot,0.5782,0.0367110337637065,5,0.127,0.0412553026894725,5,0.134,0.0444128359824049,5,0.849,0.034416565778706,5,0.1324,0.0506783977647281,5,0.1274,0.0456650851307648,5,0.1798,0.0840815080740111,5,0.9772,0.014289856542317,5
LR,LR_C=0.1,fine_aromatic,0.6,0.0616481954318209,5,0.1157999999999999,0.0245091819528926,5,0.1038,0.0330257475312823,5,0.6849999999999999,0.0743370701601832,5,0.0588,0.0214172827408147,5,0.1244,0.1209165001147486,5,0.2714,0.2170663493036173,5,0.9284,0.1010658201371759,5
LR,LR_C=0.1,fine_balsamic,0.7572,0.0750946069967743,5,0.3978,0.0726133596523394,5,0.4178,0.0688382161302862,5,0.8742000000000001,0.0385188265657198,5,0.4176,0.0989661558311729,5,0.3464,0.0947855474215347,5,0.5955999999999999,0.1925975077720373,5,0.9187999999999998,0.0499919993598975,5
LR,LR_C=0.1,fine_banana,0.6910000000000001,0.0663136486705414,5,0.3492,0.0925780751582144,5,0.356,0.0980714025595637,5,0.8976000000000001,0.0311255522039368,5,0.2986,0.1093037053351806,5,0.3534,0.1190138647385253,5,0.4042,0.1433132931726851,5,0.9776,0.0154693244842817,5
LR,LR_C=0.1,fine_beefy,0.7198,0.1013666611860132,5,0.2258,0.0682693196099096,5,0.1901999999999999,0.0513390689436417,5,0.906,0.0402492235949961,5,0.251,0.1640655356862007,5,0.1314,0.0273276416838336,5,0.4694,0.2198233381604419,5,0.97,0.0214592637338749,5
LR,LR_C=0.1,fine_bergamot,0.6918,0.1281939936190459,5,0.3232,0.220734455851369,5,0.3228,0.2182170937392394,5,0.9546,0.0364389901067523,5,0.3985999999999999,0.2687067174448752,5,0.2762,0.1900189464237711,5,0.3892,0.2574202789214556,5,0.9944,0.0029664793948382,5
LR,LR_C=0.1,fine_berry,0.6155999999999999,0.0214429475585797,5,0.1641999999999999,0.050992156259566,5,0.1842,0.0562378875847946,5,0.759,0.045453272709454,5,0.1639999999999999,0.036159369463529,5,0.1524,0.0796040199989925,5,0.3286,0.146214910320391,5,0.9026,0.1147880655817494,5
LR,LR_C=0.1,fine_bitter,0.5558,0.0151558569536664,5,0.1177999999999999,0.0273258119732973,5,0.1217999999999999,0.025723530084341,5,0.7316,0.0482317322931698,5,0.0984,0.0381745988845986,5,0.1498,0.0666910788636681,5,0.124,0.039344631145812,5,0.9874,0.0100647901120689,5
LR,LR_C=0.1,fine_black currant,0.7264,0.1315153983379892,5,0.2875999999999999,0.1272980753978629,5,0.2584,0.1231596524840826,5,0.875,0.0141774468787578,5,0.2319999999999999,0.1307306391019335,5,0.213,0.1008439388362037,5,0.4676,0.270721812937192,5,0.9852,0.0099347873656158,5
