record_seq_num;relative_time_sec;unix_timestamp_sec;run_id;run_name;device_id;item;cycle;section;humidity;temperature;1;105;106;24;25;34;36;55
10;157.842000;1775642513.400000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.038000;1.253500;1.501000;3.338000;2.935000;3.243000;1.690000;2.103500
10;158.175000;1775642513.733000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.038500;1.257500;1.505500;3.350500;2.947000;3.242000;1.698000;2.116000
10;158.508000;1775642514.066000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.300000;1.049000;1.267500;1.514000;3.364500;2.949500;3.266500;1.716000;2.126000
10;158.841000;1775642514.399000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.300000;1.052000;1.264500;1.514500;3.371500;2.964000;3.269500;1.721000;2.167000
10;159.174000;1775642514.732000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.055000;1.278000;1.520500;3.391500;2.968000;3.277000;1.722000;2.159000
10;159.507000;1775642515.065000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.062500;1.277500;1.525000;3.398000;2.975500;3.286000;1.730000;2.183500
10;159.840000;1775642515.398000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.068000;1.278000;1.536500;3.408000;2.995000;3.306000;1.730000;2.168500
10;160.173000;1775642515.731000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.073500;1.297000;1.544500;3.418000;3.002000;3.315000;1.752000;2.178500
10;160.506000;1775642516.064000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.073500;1.294000;1.555000;3.426500;3.010500;3.328500;1.745000;2.193000
10;160.839000;1775642516.397000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.084000;1.300500;1.549500;3.445000;3.026000;3.344000;1.767000;2.200500
10;161.172000;1775642516.730000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.083000;1.308000;1.566000;3.443500;3.029500;3.347500;1.769000;2.230000
10;161.505000;1775642517.063000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.095500;1.309500;1.566500;3.465500;3.040500;3.364500;1.766000;2.219500
10;161.838000;1775642517.396000;2604081159;2604081159;NOA222-10002-3H5QU_fsp;A Pinene_080426;1;analyte;0.000000;27.290000;1.095500;1.322500;1.571500;3.473500;3.050500;3.370500;1.787000;2.266000
