,,,,val_loss,val_loss,val_auroc,val_auroc,val_aucpr,val_aucpr,val_precision,val_precision,val_recall,val_recall,val_f1_micro,val_f1_micro,val_f1_macro,val_f1_macro,test_auroc_138,test_auroc_138,test_aucpr_138,test_aucpr_138,test_f1_macro_138,test_f1_macro_138,test_f1_micro_138,test_f1_micro_138,test_hier_violation_rate_138,test_hier_violation_rate_138,test_precision_micro_138,test_precision_micro_138,test_recall_micro_138,test_recall_micro_138,test_precision_macro_138,test_precision_macro_138,test_recall_macro_138,test_recall_macro_138,test_accuracy_138,test_accuracy_138,test_jaccard_macro_138,test_jaccard_macro_138,test_jaccard_micro_138,test_jaccard_micro_138,test_hamming_loss_138,test_hamming_loss_138,test_auroc_12,test_auroc_12,test_aucpr_12,test_aucpr_12,test_f1_macro_12,test_f1_macro_12,test_f1_micro_12,test_f1_micro_12,test_f1_instance_12,test_f1_instance_12,test_balanced_accuracy_12,test_balanced_accuracy_12,test_accuracy_12,test_accuracy_12,test_sensitivity_macro_12,test_sensitivity_macro_12,test_specificity_macro_12,test_specificity_macro_12,test_hier_violation_rate_12,test_hier_violation_rate_12,test_label_cooc_consistency_12,test_label_cooc_consistency_12,test_jaccard_macro_12,test_jaccard_macro_12,test_jaccard_micro_12,test_jaccard_micro_12,test_hamming_loss_12,test_hamming_loss_12,test_loss,test_loss
,,,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
lambda_hier,num_heads,T_0,epochs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.01,8,50,1000,2.3327670097351074,0.13163366532424217,0.8789340088213831,0.0018619550094471685,0.24620008590840065,0.0022903368596525063,0.12810112492140124,0.001957379683064357,0.8035449558400394,0.004796270835902984,0.2209711954261564,0.0030281948733750833,0.19281455227972874,0.0028655414336934896,0.8744400000000001,0.0051819880354937444,0.28706,0.011523584511774126,0.29566,0.011825100422406577,0.40092,0.009647642199003853,0.16394,0.013806809913951893,0.35216,0.010344708792421367,0.46609999999999996,0.021743159843960122,0.29254,0.017703756663488102,0.37395999999999996,0.021545718832287786,0.030520000000000002,0.003412037514447928,0.18538000000000002,0.008150582801248007,0.25076,0.007578456307190806,0.04918,0.0015006665185843264,0.81516,0.004956107343470288,0.61854,0.0057799653978202895,0.57732,0.009587074632024113,0.6083999999999999,0.008319254774317254,0.5566599999999999,0.0066740542401152025,0.71598,0.008209567589099907,0.08872,0.004189510711288372,0.59012,0.027072255170192266,0.8418599999999999,0.013470820316521191,0.16394,0.013806809913951893,0.05678,0.010038774825644808,0.4109,0.009566347265283657,0.43726000000000004,0.00862020881417614,0.20892,0.003871950412905615,1.2212800000000001,0.013248849006611805
