label,Bal.Acc_mean,Bal.Acc_std,MCC_mean,MCC_std,F1_mean,F1_std,ROC_AUC_mean,ROC_AUC_std,PR_AUC_mean,PR_AUC_std,Precision_mean,Precision_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std
hawthorn,0.6018812558949882,0.10058733057693867,0.1799186975065981,0.19982765882061654,0.18046721080776806,0.20032191784998488,0.9214256639693689,0.03864729307048715,0.1884841963890156,0.22187457300418545,0.17094017094017094,0.20521721715458066,0.21000000000000002,0.2012461179749811,0.9937625117899763,0.003525744916174382
hay,0.5544478768691866,0.05120492791741596,0.09549209128232414,0.07325248402532533,0.10208754208754207,0.0741159202278213,0.8065652106630494,0.029040084504329572,0.09929368111433928,0.027938601325667906,0.10625960061443931,0.0646542186680881,0.1228205128205128,0.11155098662360426,0.9860752409178606,0.010287473010372859
hazelnut,0.7008235440556019,0.09463647982691571,0.32972950638984727,0.08455740120972237,0.3250544662309368,0.07055864249642117,0.9261071155583476,0.04827691047554833,0.3130355947004351,0.04447923577260374,0.2902621259029928,0.05046838987154724,0.41277777777777774,0.19312648577078403,0.9888693103334258,0.005943536039666662
herbal,0.658876707956952,0.026424180765473353,0.2994297068077405,0.04688765958208778,0.4116063479511266,0.03921218600118617,0.7663683328331767,0.012605373235499316,0.3854916510735076,0.025357895839942787,0.38450190132843864,0.04121782983744957,0.44602868379023136,0.05598659898971477,0.8717247321236726,0.02065521000853212
honey,0.6383661192316771,0.04485706850761421,0.24081975179561574,0.0210542587377907,0.2583912197832731,0.014649472919040668,0.8329800805469748,0.03396698454129676,0.206078937016627,0.0213703714637914,0.24376473428702,0.05805052354926005,0.3123809523809523,0.11291840812473421,0.9643512860824017,0.02335821953669625
hyacinth,0.6685557675142972,0.053396544313785974,0.22635984487786492,0.0849558742471796,0.21700711486669572,0.0931833341040386,0.8452406472711866,0.03521642923985728,0.17596778605550945,0.1170868923964358,0.17272441779541167,0.1037604709341233,0.361010101010101,0.10783177199663128,0.9761014340184934,0.010635098481864653
jasmin,0.6466954550446392,0.05516539516281194,0.2358476285654849,0.04638670715007622,0.23876636034530768,0.049489152489727684,0.8627042509081649,0.04125609944927549,0.22767735551027152,0.07931428466071525,0.22547932330827064,0.09404163104644236,0.32702135774218155,0.13822424667674948,0.9663695523470969,0.030831201570515353
juicy,0.6163670987107011,0.06679017357007529,0.11684351644409093,0.03650789176551977,0.10808521100696662,0.04597655899387357,0.8510810983895306,0.0336214851805677,0.08322656694742546,0.04644990877757584,0.0781127450980392,0.04146936417560313,0.2663247863247863,0.15205341998948574,0.9664094110966157,0.01911203769235936
ketonic,0.8422937427299914,0.12083992639511361,0.4600939707659176,0.11454035025662047,0.4275643333348523,0.1173145834474535,0.9489276236618208,0.04874028431596741,0.4984379635462899,0.21747335767896397,0.32938072441908756,0.1224954765139023,0.6987762237762237,0.24576744992873162,0.9858112616837589,0.006519770656788128
lactonic,0.7132244615505045,0.11956417976762805,0.36024432674229717,0.12629920427853145,0.3558590672636089,0.11512055283795547,0.930371741350168,0.03567857368449448,0.30273387974325533,0.08638146536827296,0.32886169386169384,0.05040888055590069,0.4378632478632478,0.241897254097525,0.988585675237761,0.00518561556758235
lavender,0.5646975209845346,0.048029156910958666,0.17249811727094871,0.13066788229782264,0.16283982683982684,0.12208354658376477,0.8882254114487831,0.04681040941965848,0.16535085726266813,0.1070568471587754,0.25916666666666666,0.21747445571581248,0.13444444444444445,0.09593593541371087,0.9949505975246249,0.0057499760446614425
leafy,0.5556940596141946,0.026958515951242327,0.10309599403099312,0.036510124529562524,0.12773505665978782,0.03854757555939788,0.7398255847059572,0.042987924944253214,0.11015388636302001,0.0614810858892503,0.1219676402029343,0.03009919653955835,0.1399104774535809,0.0639247315587116,0.9714776417748083,0.011109641986900726
leathery,0.685337647241447,0.07363644168995881,0.33254521486077904,0.10552660408738256,0.33291153291153286,0.10472839590465828,0.8650073430684543,0.05700474581758373,0.213295834540313,0.12482859623185935,0.315521978021978,0.10311076759912052,0.3796092796092796,0.14815769390098368,0.9910660148736143,0.0025513119791274524
lemon,0.610712903543914,0.12161695057635788,0.19055478163571427,0.21132103308477282,0.19987010421793028,0.2079943005839128,0.8696839440001461,0.0554157294448191,0.19209541018537593,0.13383158768402384,0.1791341991341991,0.18580316544410658,0.2361111111111111,0.24537582977853825,0.985314695976717,0.0063167478298999345
lily,0.7266677460146893,0.13279265767551196,0.20559540892072867,0.09701525723559307,0.1678823873269233,0.06766421404934708,0.8756481735199252,0.05067031364718654,0.16738842212322874,0.10421926372156325,0.10614863527814558,0.040411842021106176,0.5105214393449687,0.2918140180313521,0.9428140526844097,0.02790014179721745
malty,0.6855963635559909,0.1440886927073877,0.26391312565513847,0.09979612186142908,0.2027379679144385,0.10199064170246787,0.9022685517467635,0.09287876454051429,0.33456203998802686,0.2735096217440056,0.3697482837528604,0.39351039531608484,0.3904761904761905,0.316038482624142,0.9807165366357911,0.028759626780927586
