Fold,Model,Config,Label,Threshold,TP,TN,FP,FN,Bal.Acc,MCC,F1,ROC_AUC,PR_AUC,Precision,Sensitivity,Specificity
0,LR,LR_C=0.01,meta_floral,0.6,180,611,100,92,0.761,0.517,0.652,0.857,0.688,0.643,0.662,0.859
0,LR,LR_C=0.01,meta_fruity,0.45,392,339,180,72,0.749,0.504,0.757,0.844,0.832,0.685,0.845,0.653
0,LR,LR_C=0.01,meta_sweet,0.45,305,310,282,86,0.652,0.303,0.624,0.736,0.634,0.52,0.78,0.524
0,LR,LR_C=0.01,meta_woody,0.6,140,662,107,74,0.758,0.49,0.607,0.853,0.689,0.567,0.654,0.861
0,LR,LR_C=0.01,meta_green,0.4,413,277,246,47,0.714,0.454,0.738,0.792,0.745,0.627,0.898,0.53
0,LR,LR_C=0.01,meta_spicy,0.55,130,616,159,78,0.71,0.376,0.523,0.786,0.477,0.45,0.625,0.795
0,LR,LR_C=0.01,meta_animal_musk,0.55,94,685,149,55,0.726,0.376,0.48,0.813,0.504,0.387,0.631,0.821
0,LR,LR_C=0.01,meta_earthy,0.55,129,629,141,84,0.711,0.39,0.534,0.79,0.597,0.478,0.606,0.817
0,LR,LR_C=0.01,meta_citrus,0.65,59,807,77,40,0.754,0.444,0.502,0.821,0.42,0.434,0.596,0.913
0,LR,LR_C=0.01,meta_chemical,0.35,379,279,266,59,0.689,0.395,0.7,0.792,0.745,0.588,0.865,0.512
0,LR,LR_C=0.01,meta_gourmand,0.6,158,624,122,79,0.752,0.477,0.611,0.848,0.646,0.564,0.667,0.836
0,LR,LR_C=0.01,meta_powdery_amber,0.45,164,541,235,43,0.745,0.406,0.541,0.813,0.496,0.411,0.792,0.697
0,LR,LR_C=0.1,meta_floral,0.5,215,563,148,57,0.791,0.54,0.677,0.862,0.696,0.592,0.79,0.792
0,LR,LR_C=0.1,meta_fruity,0.45,383,353,166,81,0.753,0.508,0.756,0.844,0.83,0.698,0.825,0.68
0,LR,LR_C=0.1,meta_sweet,0.45,304,318,274,87,0.657,0.313,0.627,0.737,0.636,0.526,0.777,0.537
0,LR,LR_C=0.1,meta_woody,0.65,128,697,72,86,0.752,0.517,0.618,0.853,0.689,0.64,0.598,0.906
0,LR,LR_C=0.1,meta_green,0.35,421,263,260,39,0.709,0.452,0.738,0.791,0.737,0.618,0.915,0.503
0,LR,LR_C=0.1,meta_spicy,0.5,143,580,195,65,0.718,0.375,0.524,0.776,0.476,0.423,0.688,0.748
0,LR,LR_C=0.1,meta_animal_musk,0.55,93,690,144,56,0.726,0.379,0.482,0.81,0.517,0.392,0.624,0.827
0,LR,LR_C=0.1,meta_earthy,0.55,130,632,138,83,0.716,0.399,0.541,0.787,0.591,0.485,0.61,0.821
0,LR,LR_C=0.1,meta_citrus,0.7,56,821,63,43,0.747,0.456,0.514,0.817,0.406,0.471,0.566,0.929
0,LR,LR_C=0.1,meta_chemical,0.45,334,379,166,104,0.729,0.455,0.712,0.791,0.743,0.668,0.763,0.695
0,LR,LR_C=0.1,meta_gourmand,0.5,187,572,174,50,0.778,0.493,0.625,0.851,0.653,0.518,0.789,0.767
0,LR,LR_C=0.1,meta_powdery_amber,0.45,163,551,225,44,0.749,0.415,0.548,0.812,0.496,0.42,0.787,0.71
0,LR,LR_C=1,meta_floral,0.55,202,586,125,70,0.783,0.538,0.674,0.862,0.696,0.618,0.743,0.824
0,LR,LR_C=1,meta_fruity,0.45,382,355,164,82,0.754,0.51,0.756,0.843,0.83,0.7,0.823,0.684
0,LR,LR_C=1,meta_sweet,0.45,303,318,274,88,0.656,0.31,0.626,0.737,0.635,0.525,0.775,0.537
0,LR,LR_C=1,meta_woody,0.65,130,698,71,84,0.758,0.527,0.627,0.852,0.688,0.647,0.607,0.908
0,LR,LR_C=1,meta_green,0.4,400,302,221,60,0.724,0.462,0.74,0.791,0.735,0.644,0.87,0.577
0,LR,LR_C=1,meta_spicy,0.5,144,580,195,64,0.72,0.379,0.527,0.774,0.474,0.425,0.692,0.748
0,LR,LR_C=1,meta_animal_musk,0.45,108,605,229,41,0.725,0.34,0.444,0.809,0.518,0.32,0.725,0.725
0,LR,LR_C=1,meta_earthy,0.55,131,633,137,82,0.719,0.404,0.545,0.786,0.588,0.489,0.615,0.822
0,LR,LR_C=1,meta_citrus,0.7,55,819,65,44,0.741,0.443,0.502,0.816,0.401,0.458,0.556,0.926
0,LR,LR_C=1,meta_chemical,0.45,335,379,166,103,0.73,0.458,0.714,0.79,0.742,0.669,0.765,0.695
0,LR,LR_C=1,meta_gourmand,0.5,186,573,173,51,0.776,0.491,0.624,0.852,0.654,0.518,0.785,0.768
0,LR,LR_C=1,meta_powdery_amber,0.45,161,552,224,46,0.745,0.409,0.544,0.812,0.496,0.418,0.778,0.711
0,LR,LR_C=10,meta_floral,0.55,202,586,125,70,0.783,0.538,0.674,0.862,0.696,0.618,0.743,0.824
0,LR,LR_C=10,meta_fruity,0.45,382,355,164,82,0.754,0.51,0.756,0.843,0.83,0.7,0.823,0.684
0,LR,LR_C=10,meta_sweet,0.35,343,251,341,48,0.651,0.32,0.638,0.737,0.635,0.501,0.877,0.424
0,LR,LR_C=10,meta_woody,0.65,130,698,71,84,0.758,0.527,0.627,0.852,0.688,0.647,0.607,0.908
0,LR,LR_C=10,meta_green,0.4,400,302,221,60,0.724,0.462,0.74,0.791,0.735,0.644,0.87,0.577
0,LR,LR_C=10,meta_spicy,0.5,144,580,195,64,0.72,0.379,0.527,0.774,0.474,0.425,0.692,0.748
0,LR,LR_C=10,meta_animal_musk,0.45,108,605,229,41,0.725,0.34,0.444,0.809,0.518,0.32,0.725,0.725
0,LR,LR_C=10,meta_earthy,0.55,131,633,137,82,0.719,0.404,0.545,0.785,0.588,0.489,0.615,0.822
0,LR,LR_C=10,meta_citrus,0.7,55,818,66,44,0.74,0.441,0.5,0.816,0.401,0.455,0.556,0.925
0,LR,LR_C=10,meta_chemical,0.45,335,379,166,103,0.73,0.458,0.714,0.791,0.742,0.669,0.765,0.695
0,LR,LR_C=10,meta_gourmand,0.5,186,574,172,51,0.777,0.493,0.625,0.852,0.654,0.52,0.785,0.769
0,LR,LR_C=10,meta_powdery_amber,0.45,161,553,223,46,0.745,0.41,0.545,0.812,0.495,0.419,0.778,0.713
0,LR,LR_C=100,meta_floral,0.55,202,586,125,70,0.783,0.538,0.674,0.862,0.696,0.618,0.743,0.824
0,LR,LR_C=100,meta_fruity,0.45,381,355,164,83,0.753,0.507,0.755,0.843,0.83,0.699,0.821,0.684
0,LR,LR_C=100,meta_sweet,0.35,343,251,341,48,0.651,0.32,0.638,0.737,0.635,0.501,0.877,0.424
0,LR,LR_C=100,meta_woody,0.65,130,698,71,84,0.758,0.527,0.627,0.852,0.688,0.647,0.607,0.908
0,LR,LR_C=100,meta_green,0.4,400,302,221,60,0.724,0.462,0.74,0.791,0.735,0.644,0.87,0.577
0,LR,LR_C=100,meta_spicy,0.5,144,580,195,64,0.72,0.379,0.527,0.774,0.474,0.425,0.692,0.748
0,LR,LR_C=100,meta_animal_musk,0.45,108,605,229,41,0.725,0.34,0.444,0.809,0.518,0.32,0.725,0.725
0,LR,LR_C=100,meta_earthy,0.55,131,633,137,82,0.719,0.404,0.545,0.785,0.588,0.489,0.615,0.822
0,LR,LR_C=100,meta_citrus,0.7,55,818,66,44,0.74,0.441,0.5,0.816,0.401,0.455,0.556,0.925
0,LR,LR_C=100,meta_chemical,0.45,335,379,166,103,0.73,0.458,0.714,0.791,0.742,0.669,0.765,0.695
0,LR,LR_C=100,meta_gourmand,0.5,186,574,172,51,0.777,0.493,0.625,0.852,0.654,0.52,0.785,0.769
0,LR,LR_C=100,meta_powdery_amber,0.45,161,553,223,46,0.745,0.41,0.545,0.812,0.495,0.419,0.778,0.713
0,RF,RF_n_estimators=100_max_features=sqrt,meta_floral,0.4,209,583,128,63,0.794,0.555,0.686,0.87,0.727,0.62,0.768,0.82
0,RF,RF_n_estimators=100_max_features=sqrt,meta_fruity,0.45,365,390,129,99,0.769,0.537,0.762,0.86,0.839,0.739,0.787,0.751
0,RF,RF_n_estimators=100_max_features=sqrt,meta_sweet,0.35,328,272,320,63,0.649,0.308,0.631,0.751,0.663,0.506,0.839,0.459
0,RF,RF_n_estimators=100_max_features=sqrt,meta_woody,0.4,154,633,136,60,0.771,0.491,0.611,0.853,0.704,0.531,0.72,0.823
0,RF,RF_n_estimators=100_max_features=sqrt,meta_green,0.4,397,309,214,63,0.727,0.467,0.741,0.806,0.761,0.65,0.863,0.591
0,RF,RF_n_estimators=100_max_features=sqrt,meta_spicy,0.4,128,598,177,80,0.693,0.342,0.499,0.786,0.56,0.42,0.615,0.772
0,RF,RF_n_estimators=100_max_features=sqrt,meta_animal_musk,0.5,80,769,65,69,0.729,0.464,0.544,0.825,0.536,0.552,0.537,0.922
0,RF,RF_n_estimators=100_max_features=sqrt,meta_earthy,0.5,104,704,66,109,0.701,0.439,0.543,0.802,0.597,0.612,0.488,0.914
0,RF,RF_n_estimators=100_max_features=sqrt,meta_citrus,0.5,49,835,49,50,0.72,0.442,0.497,0.852,0.517,0.5,0.495,0.945
0,RF,RF_n_estimators=100_max_features=sqrt,meta_chemical,0.5,320,406,139,118,0.738,0.474,0.713,0.807,0.742,0.697,0.731,0.745
0,RF,RF_n_estimators=100_max_features=sqrt,meta_gourmand,0.35,200,545,201,37,0.787,0.5,0.627,0.867,0.692,0.499,0.844,0.731
0,RF,RF_n_estimators=100_max_features=sqrt,meta_powdery_amber,0.4,146,637,139,61,0.763,0.473,0.593,0.838,0.59,0.512,0.705,0.821
0,RF,RF_n_estimators=100_max_features=log2,meta_floral,0.45,196,601,110,76,0.783,0.547,0.678,0.867,0.718,0.641,0.721,0.845
0,RF,RF_n_estimators=100_max_features=log2,meta_fruity,0.4,392,352,167,72,0.762,0.527,0.766,0.866,0.849,0.701,0.845,0.678
0,RF,RF_n_estimators=100_max_features=log2,meta_sweet,0.55,214,493,99,177,0.69,0.399,0.608,0.752,0.669,0.684,0.547,0.833
0,RF,RF_n_estimators=100_max_features=log2,meta_woody,0.4,152,634,135,62,0.767,0.485,0.607,0.851,0.709,0.53,0.71,0.824
0,RF,RF_n_estimators=100_max_features=log2,meta_green,0.4,405,312,211,55,0.738,0.492,0.753,0.817,0.782,0.657,0.88,0.597
0,RF,RF_n_estimators=100_max_features=log2,meta_spicy,0.4,138,597,178,70,0.717,0.379,0.527,0.789,0.555,0.437,0.663,0.77
0,RF,RF_n_estimators=100_max_features=log2,meta_animal_musk,0.5,77,772,62,72,0.721,0.455,0.535,0.83,0.537,0.554,0.517,0.926
0,RF,RF_n_estimators=100_max_features=log2,meta_earthy,0.4,131,646,124,82,0.727,0.427,0.56,0.811,0.603,0.514,0.615,0.839
0,RF,RF_n_estimators=100_max_features=log2,meta_citrus,0.5,48,839,45,51,0.717,0.446,0.5,0.855,0.524,0.516,0.485,0.949
0,RF,RF_n_estimators=100_max_features=log2,meta_chemical,0.4,358,354,191,80,0.733,0.467,0.725,0.806,0.748,0.652,0.817,0.65
0,RF,RF_n_estimators=100_max_features=log2,meta_gourmand,0.35,197,535,211,40,0.774,0.476,0.611,0.858,0.673,0.483,0.831,0.717
0,RF,RF_n_estimators=100_max_features=log2,meta_powdery_amber,0.4,143,640,136,64,0.758,0.466,0.588,0.836,0.585,0.513,0.691,0.825
0,RF,RF_n_estimators=300_max_features=sqrt,meta_floral,0.4,203,579,132,69,0.78,0.529,0.669,0.872,0.728,0.606,0.746,0.814
0,RF,RF_n_estimators=300_max_features=sqrt,meta_fruity,0.45,360,394,125,104,0.768,0.534,0.759,0.863,0.847,0.742,0.776,0.759
0,RF,RF_n_estimators=300_max_features=sqrt,meta_sweet,0.5,246,455,137,145,0.699,0.399,0.636,0.754,0.675,0.642,0.629,0.769
0,RF,RF_n_estimators=300_max_features=sqrt,meta_woody,0.4,153,633,136,61,0.769,0.487,0.608,0.856,0.712,0.529,0.715,0.823
0,RF,RF_n_estimators=300_max_features=sqrt,meta_green,0.4,394,319,204,66,0.733,0.477,0.745,0.81,0.772,0.659,0.857,0.61
0,RF,RF_n_estimators=300_max_features=sqrt,meta_spicy,0.35,145,554,221,63,0.706,0.348,0.505,0.793,0.567,0.396,0.697,0.715
0,RF,RF_n_estimators=300_max_features=sqrt,meta_animal_musk,0.5,79,767,67,70,0.725,0.454,0.536,0.833,0.548,0.541,0.53,0.92
0,RF,RF_n_estimators=300_max_features=sqrt,meta_earthy,0.55,94,722,48,119,0.689,0.444,0.53,0.806,0.607,0.662,0.441,0.938
0,RF,RF_n_estimators=300_max_features=sqrt,meta_citrus,0.5,47,836,48,52,0.71,0.428,0.485,0.854,0.528,0.495,0.475,0.946
0,RF,RF_n_estimators=300_max_features=sqrt,meta_chemical,0.5,317,408,137,121,0.736,0.471,0.711,0.81,0.749,0.698,0.724,0.749
0,RF,RF_n_estimators=300_max_features=sqrt,meta_gourmand,0.5,147,654,92,90,0.748,0.496,0.618,0.868,0.697,0.615,0.62,0.877
0,RF,RF_n_estimators=300_max_features=sqrt,meta_powdery_amber,0.45,129,679,97,78,0.749,0.483,0.596,0.844,0.597,0.571,0.623,0.875
0,RF,RF_n_estimators=300_max_features=log2,meta_floral,0.4,204,578,133,68,0.781,0.531,0.67,0.867,0.722,0.605,0.75,0.813
0,RF,RF_n_estimators=300_max_features=log2,meta_fruity,0.4,394,353,166,70,0.765,0.534,0.77,0.865,0.85,0.704,0.849,0.68
0,RF,RF_n_estimators=300_max_features=log2,meta_sweet,0.5,248,448,144,143,0.696,0.391,0.633,0.758,0.683,0.633,0.634,0.757
0,RF,RF_n_estimators=300_max_features=log2,meta_woody,0.4,152,634,135,62,0.767,0.485,0.607,0.854,0.71,0.53,0.71,0.824
0,RF,RF_n_estimators=300_max_features=log2,meta_green,0.45,367,356,167,93,0.739,0.479,0.738,0.814,0.775,0.687,0.798,0.681
0,RF,RF_n_estimators=300_max_features=log2,meta_spicy,0.35,147,544,231,61,0.704,0.343,0.502,0.8,0.574,0.389,0.707,0.702
0,RF,RF_n_estimators=300_max_features=log2,meta_animal_musk,0.45,85,751,83,64,0.735,0.449,0.536,0.832,0.546,0.506,0.57,0.9
0,RF,RF_n_estimators=300_max_features=log2,meta_earthy,0.45,119,682,88,94,0.722,0.449,0.567,0.811,0.611,0.575,0.559,0.886
0,RF,RF_n_estimators=300_max_features=log2,meta_citrus,0.45,56,831,53,43,0.753,0.485,0.538,0.859,0.538,0.514,0.566,0.94
0,RF,RF_n_estimators=300_max_features=log2,meta_chemical,0.45,343,383,162,95,0.743,0.483,0.727,0.81,0.755,0.679,0.783,0.703
0,RF,RF_n_estimators=300_max_features=log2,meta_gourmand,0.5,150,659,87,87,0.758,0.516,0.633,0.863,0.689,0.633,0.633,0.883
0,RF,RF_n_estimators=300_max_features=log2,meta_powdery_amber,0.45,130,693,83,77,0.761,0.516,0.619,0.844,0.597,0.61,0.628,0.893
0,XGB,XGB_n_estimators=100_max_depth=3,meta_floral,0.6,175,625,86,97,0.761,0.529,0.657,0.871,0.708,0.67,0.643,0.879
0,XGB,XGB_n_estimators=100_max_depth=3,meta_fruity,0.4,387,362,157,77,0.766,0.534,0.768,0.86,0.851,0.711,0.834,0.697
0,XGB,XGB_n_estimators=100_max_depth=3,meta_sweet,0.5,272,411,181,119,0.695,0.383,0.645,0.751,0.659,0.6,0.696,0.694
0,XGB,XGB_n_estimators=100_max_depth=3,meta_woody,0.45,153,655,114,61,0.783,0.526,0.636,0.86,0.731,0.573,0.715,0.852
0,XGB,XGB_n_estimators=100_max_depth=3,meta_green,0.35,397,301,222,63,0.719,0.453,0.736,0.804,0.764,0.641,0.863,0.576
0,XGB,XGB_n_estimators=100_max_depth=3,meta_spicy,0.55,112,644,131,96,0.685,0.35,0.497,0.768,0.527,0.461,0.538,0.831
0,XGB,XGB_n_estimators=100_max_depth=3,meta_animal_musk,0.7,64,786,48,85,0.686,0.42,0.49,0.812,0.52,0.571,0.43,0.942
0,XGB,XGB_n_estimators=100_max_depth=3,meta_earthy,0.45,131,620,150,82,0.71,0.383,0.53,0.79,0.576,0.466,0.615,0.805
0,XGB,XGB_n_estimators=100_max_depth=3,meta_citrus,0.45,56,785,99,43,0.727,0.375,0.441,0.828,0.458,0.361,0.566,0.888
0,XGB,XGB_n_estimators=100_max_depth=3,meta_chemical,0.3,374,311,234,64,0.712,0.434,0.715,0.793,0.744,0.615,0.854,0.571
0,XGB,XGB_n_estimators=100_max_depth=3,meta_gourmand,0.6,151,654,92,86,0.757,0.509,0.629,0.853,0.701,0.621,0.637,0.877
0,XGB,XGB_n_estimators=100_max_depth=3,meta_powdery_amber,0.5,124,651,125,83,0.719,0.411,0.544,0.815,0.574,0.498,0.599,0.839
0,XGB,XGB_n_estimators=100_max_depth=6,meta_floral,0.2,209,580,131,63,0.792,0.549,0.683,0.878,0.744,0.615,0.768,0.816
0,XGB,XGB_n_estimators=100_max_depth=6,meta_fruity,0.2,402,323,196,62,0.744,0.5,0.757,0.854,0.844,0.672,0.866,0.622
0,XGB,XGB_n_estimators=100_max_depth=6,meta_sweet,0.3,289,363,229,102,0.676,0.345,0.636,0.751,0.668,0.558,0.739,0.613
0,XGB,XGB_n_estimators=100_max_depth=6,meta_woody,0.25,142,659,110,72,0.76,0.492,0.609,0.854,0.717,0.563,0.664,0.857
0,XGB,XGB_n_estimators=100_max_depth=6,meta_green,0.25,382,314,209,78,0.715,0.439,0.727,0.789,0.745,0.646,0.83,0.6
0,XGB,XGB_n_estimators=100_max_depth=6,meta_spicy,0.4,104,667,108,104,0.68,0.358,0.495,0.781,0.536,0.491,0.5,0.861
0,XGB,XGB_n_estimators=100_max_depth=6,meta_animal_musk,0.8,48,815,19,101,0.65,0.426,0.444,0.806,0.533,0.716,0.322,0.977
0,XGB,XGB_n_estimators=100_max_depth=6,meta_earthy,0.35,107,680,90,106,0.693,0.397,0.522,0.784,0.573,0.543,0.502,0.883
0,XGB,XGB_n_estimators=100_max_depth=6,meta_citrus,0.3,53,829,55,46,0.737,0.455,0.512,0.848,0.518,0.491,0.535,0.938
0,XGB,XGB_n_estimators=100_max_depth=6,meta_chemical,0.4,316,390,155,122,0.719,0.435,0.695,0.782,0.726,0.671,0.721,0.716
0,XGB,XGB_n_estimators=100_max_depth=6,meta_gourmand,0.35,160,637,109,77,0.764,0.508,0.632,0.853,0.686,0.595,0.675,0.854
0,XGB,XGB_n_estimators=100_max_depth=6,meta_powdery_amber,0.55,91,713,63,116,0.679,0.402,0.504,0.827,0.577,0.591,0.44,0.919
0,XGB,XGB_n_estimators=300_max_depth=3,meta_floral,0.25,217,566,145,55,0.797,0.551,0.685,0.875,0.724,0.599,0.798,0.796
0,XGB,XGB_n_estimators=300_max_depth=3,meta_fruity,0.35,380,375,144,84,0.771,0.542,0.769,0.859,0.848,0.725,0.819,0.723
0,XGB,XGB_n_estimators=300_max_depth=3,meta_sweet,0.4,275,371,221,116,0.665,0.323,0.62,0.732,0.638,0.554,0.703,0.627
0,XGB,XGB_n_estimators=300_max_depth=3,meta_woody,0.25,147,634,135,67,0.756,0.467,0.593,0.843,0.71,0.521,0.687,0.824
0,XGB,XGB_n_estimators=300_max_depth=3,meta_green,0.3,389,311,212,71,0.72,0.451,0.733,0.798,0.767,0.647,0.846,0.595
0,XGB,XGB_n_estimators=300_max_depth=3,meta_spicy,0.3,122,604,171,86,0.683,0.327,0.487,0.758,0.52,0.416,0.587,0.779
0,XGB,XGB_n_estimators=300_max_depth=3,meta_animal_musk,0.75,60,800,34,89,0.681,0.441,0.494,0.802,0.536,0.638,0.403,0.959
0,XGB,XGB_n_estimators=300_max_depth=3,meta_earthy,0.4,118,670,100,95,0.712,0.421,0.548,0.786,0.575,0.541,0.554,0.87
0,XGB,XGB_n_estimators=300_max_depth=3,meta_citrus,0.1,67,767,117,32,0.772,0.42,0.473,0.83,0.495,0.364,0.677,0.868
0,XGB,XGB_n_estimators=300_max_depth=3,meta_chemical,0.2,382,302,243,56,0.713,0.44,0.719,0.785,0.735,0.611,0.872,0.554
0,XGB,XGB_n_estimators=300_max_depth=3,meta_gourmand,0.25,183,583,163,54,0.777,0.496,0.628,0.852,0.693,0.529,0.772,0.782
0,XGB,XGB_n_estimators=300_max_depth=3,meta_powdery_amber,0.55,102,701,75,105,0.698,0.42,0.531,0.815,0.585,0.576,0.493,0.903
0,XGB,XGB_n_estimators=300_max_depth=6,meta_floral,0.15,203,597,114,69,0.793,0.561,0.689,0.879,0.752,0.64,0.746,0.84
0,XGB,XGB_n_estimators=300_max_depth=6,meta_fruity,0.4,353,398,121,111,0.764,0.527,0.753,0.856,0.835,0.745,0.761,0.767
0,XGB,XGB_n_estimators=300_max_depth=6,meta_sweet,0.1,309,328,264,82,0.672,0.342,0.641,0.75,0.673,0.539,0.79,0.554
0,XGB,XGB_n_estimators=300_max_depth=6,meta_woody,0.1,141,648,121,73,0.751,0.468,0.592,0.846,0.711,0.538,0.659,0.843
0,XGB,XGB_n_estimators=300_max_depth=6,meta_green,0.05,418,254,269,42,0.697,0.429,0.729,0.789,0.748,0.608,0.909,0.486
0,XGB,XGB_n_estimators=300_max_depth=6,meta_spicy,0.15,115,647,128,93,0.694,0.367,0.51,0.776,0.538,0.473,0.553,0.835
0,XGB,XGB_n_estimators=300_max_depth=6,meta_animal_musk,0.55,63,787,47,86,0.683,0.417,0.486,0.802,0.538,0.573,0.423,0.944
0,XGB,XGB_n_estimators=300_max_depth=6,meta_earthy,0.15,124,656,114,89,0.717,0.418,0.55,0.775,0.561,0.521,0.582,0.852
0,XGB,XGB_n_estimators=300_max_depth=6,meta_citrus,0.1,65,819,65,34,0.792,0.518,0.568,0.85,0.524,0.5,0.657,0.926
0,XGB,XGB_n_estimators=300_max_depth=6,meta_chemical,0.15,354,346,199,84,0.722,0.444,0.714,0.786,0.73,0.64,0.808,0.635
0,XGB,XGB_n_estimators=300_max_depth=6,meta_gourmand,0.5,132,674,72,105,0.73,0.486,0.599,0.853,0.683,0.647,0.557,0.903
0,XGB,XGB_n_estimators=300_max_depth=6,meta_powdery_amber,0.15,119,661,115,88,0.713,0.408,0.54,0.826,0.591,0.509,0.575,0.852
0,SVM,SVM_C=0.1,meta_floral,0.35,174,601,110,98,0.742,0.479,0.626,0.835,0.658,0.613,0.64,0.845
0,SVM,SVM_C=0.1,meta_fruity,0.4,376,354,165,88,0.746,0.494,0.748,0.813,0.799,0.695,0.81,0.682
0,SVM,SVM_C=0.1,meta_sweet,0.3,310,276,316,81,0.63,0.264,0.61,0.715,0.625,0.495,0.793,0.466
0,SVM,SVM_C=0.1,meta_woody,0.4,119,669,100,95,0.713,0.423,0.55,0.823,0.62,0.543,0.556,0.87
0,SVM,SVM_C=0.1,meta_green,0.3,403,258,265,57,0.685,0.395,0.715,0.776,0.716,0.603,0.876,0.493
0,SVM,SVM_C=0.1,meta_spicy,0.25,131,568,207,77,0.681,0.312,0.48,0.771,0.475,0.388,0.63,0.733
0,SVM,SVM_C=0.1,meta_animal_musk,0.15,99,642,192,50,0.717,0.341,0.45,0.794,0.456,0.34,0.664,0.77
0,SVM,SVM_C=0.1,meta_earthy,0.35,106,689,81,107,0.696,0.412,0.53,0.786,0.589,0.567,0.498,0.895
0,SVM,SVM_C=0.1,meta_citrus,0.3,47,830,54,52,0.707,0.41,0.47,0.808,0.41,0.465,0.475,0.939
0,SVM,SVM_C=0.1,meta_chemical,0.3,376,303,242,62,0.707,0.426,0.712,0.772,0.694,0.608,0.858,0.556
0,SVM,SVM_C=0.1,meta_gourmand,0.25,174,541,205,63,0.73,0.404,0.565,0.817,0.603,0.459,0.734,0.725
0,SVM,SVM_C=0.1,meta_powdery_amber,0.15,164,488,288,43,0.711,0.345,0.498,0.787,0.49,0.363,0.792,0.629
0,SVM,SVM_C=1,meta_floral,0.25,219,558,153,53,0.795,0.544,0.68,0.869,0.722,0.589,0.805,0.785
0,SVM,SVM_C=1,meta_fruity,0.4,369,367,152,95,0.751,0.503,0.749,0.842,0.832,0.708,0.795,0.707
0,SVM,SVM_C=1,meta_sweet,0.35,284,359,233,107,0.666,0.326,0.626,0.75,0.663,0.549,0.726,0.606
0,SVM,SVM_C=1,meta_woody,0.4,124,679,90,90,0.731,0.462,0.579,0.84,0.653,0.579,0.579,0.883
0,SVM,SVM_C=1,meta_green,0.35,394,321,202,66,0.735,0.48,0.746,0.81,0.765,0.661,0.857,0.614
0,SVM,SVM_C=1,meta_spicy,0.25,131,620,155,77,0.715,0.387,0.53,0.795,0.517,0.458,0.63,0.8
0,SVM,SVM_C=1,meta_animal_musk,0.2,102,690,144,47,0.756,0.424,0.516,0.829,0.501,0.415,0.685,0.827
0,SVM,SVM_C=1,meta_earthy,0.3,128,658,112,85,0.728,0.437,0.565,0.796,0.574,0.533,0.601,0.855
0,SVM,SVM_C=1,meta_citrus,0.3,51,827,57,48,0.725,0.434,0.493,0.824,0.465,0.472,0.515,0.936
0,SVM,SVM_C=1,meta_chemical,0.4,334,379,166,104,0.729,0.455,0.712,0.795,0.732,0.668,0.763,0.695
0,SVM,SVM_C=1,meta_gourmand,0.25,189,566,180,48,0.778,0.491,0.624,0.847,0.654,0.512,0.797,0.759
0,SVM,SVM_C=1,meta_powdery_amber,0.3,128,647,129,79,0.726,0.42,0.552,0.822,0.522,0.498,0.618,0.834
0,SVM,SVM_C=10,meta_floral,0.5,156,649,62,116,0.743,0.524,0.637,0.866,0.723,0.716,0.574,0.913
0,SVM,SVM_C=10,meta_fruity,0.4,372,368,151,92,0.755,0.511,0.754,0.843,0.826,0.711,0.802,0.709
0,SVM,SVM_C=10,meta_sweet,0.35,289,380,212,102,0.691,0.373,0.648,0.752,0.658,0.577,0.739,0.642
0,SVM,SVM_C=10,meta_woody,0.3,137,668,101,77,0.754,0.49,0.606,0.827,0.639,0.576,0.64,0.869
0,SVM,SVM_C=10,meta_green,0.4,367,348,175,93,0.732,0.465,0.733,0.798,0.746,0.677,0.798,0.665
0,SVM,SVM_C=10,meta_spicy,0.2,142,532,243,66,0.685,0.309,0.479,0.753,0.486,0.369,0.683,0.686
0,SVM,SVM_C=10,meta_animal_musk,0.25,86,724,110,63,0.723,0.4,0.499,0.802,0.496,0.439,0.577,0.868
0,SVM,SVM_C=10,meta_earthy,0.25,129,611,159,84,0.7,0.361,0.515,0.773,0.526,0.448,0.606,0.794
0,SVM,SVM_C=10,meta_citrus,0.35,43,844,40,56,0.695,0.421,0.473,0.834,0.482,0.518,0.434,0.955
0,SVM,SVM_C=10,meta_chemical,0.4,345,355,190,93,0.72,0.438,0.709,0.781,0.7,0.645,0.788,0.651
0,SVM,SVM_C=10,meta_gourmand,0.35,161,641,105,76,0.769,0.519,0.64,0.857,0.685,0.605,0.679,0.859
0,SVM,SVM_C=10,meta_powdery_amber,0.25,141,631,145,66,0.747,0.444,0.572,0.805,0.527,0.493,0.681,0.813
0,KNN,KNN_n_neighbors=5_metric=euclidean,meta_floral,0.45,157,629,82,115,0.731,0.482,0.614,0.833,0.612,0.657,0.577,0.885
0,KNN,KNN_n_neighbors=5_metric=euclidean,meta_fruity,0.25,413,284,235,51,0.719,0.461,0.743,0.829,0.78,0.637,0.89,0.547
0,KNN,KNN_n_neighbors=5_metric=euclidean,meta_sweet,0.25,317,297,295,74,0.656,0.315,0.632,0.732,0.593,0.518,0.811,0.502
0,KNN,KNN_n_neighbors=5_metric=euclidean,meta_woody,0.25,135,638,131,79,0.73,0.428,0.562,0.806,0.595,0.508,0.631,0.83
0,KNN,KNN_n_neighbors=5_metric=euclidean,meta_green,0.25,402,268,255,58,0.693,0.409,0.72,0.765,0.687,0.612,0.874,0.512
