Fold,Model,Config,Label,Threshold,TP,TN,FP,FN,Bal.Acc,MCC,F1,ROC_AUC,PR_AUC,Precision,Sensitivity,Specificity
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_fruity,0.45,342,402,158,102,0.744,0.485,0.725,0.812,0.735,0.684,0.77,0.718
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_sweet,0.25,315,300,317,72,0.65,0.303,0.618,0.716,0.579,0.498,0.814,0.486
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_woody,0.45,102,728,71,103,0.704,0.436,0.54,0.802,0.518,0.59,0.498,0.911
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_green,0.25,369,281,286,68,0.67,0.354,0.676,0.746,0.644,0.563,0.844,0.496
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_spicy,0.25,134,592,191,87,0.681,0.321,0.491,0.733,0.451,0.412,0.606,0.756
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_animal_musk,0.25,79,752,99,74,0.7,0.376,0.477,0.761,0.411,0.444,0.516,0.884
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_earthy,0.25,118,674,136,76,0.72,0.4,0.527,0.765,0.472,0.465,0.608,0.832
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_citrus,0.25,57,821,85,41,0.744,0.415,0.475,0.83,0.413,0.401,0.582,0.906
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_chemical,0.25,355,321,260,68,0.696,0.397,0.684,0.765,0.657,0.577,0.839,0.552
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_gourmand,0.45,138,672,100,94,0.733,0.461,0.587,0.817,0.583,0.58,0.595,0.87
4,KNN,KNN_n_neighbors=5_metric=euclidean,meta_powdery_amber,0.25,136,627,179,62,0.732,0.399,0.53,0.769,0.419,0.432,0.687,0.778
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_floral,0.25,186,563,188,67,0.742,0.435,0.593,0.812,0.57,0.497,0.735,0.75
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_fruity,0.45,337,416,144,107,0.751,0.499,0.729,0.814,0.742,0.701,0.759,0.743
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_sweet,0.25,306,307,310,81,0.644,0.288,0.61,0.716,0.581,0.497,0.791,0.498
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_woody,0.45,106,726,73,99,0.713,0.448,0.552,0.81,0.518,0.592,0.517,0.909
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_green,0.25,353,307,260,84,0.675,0.355,0.672,0.737,0.64,0.576,0.808,0.541
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_spicy,0.25,131,601,182,90,0.68,0.322,0.491,0.74,0.455,0.419,0.593,0.768
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_animal_musk,0.25,78,748,103,75,0.694,0.363,0.467,0.769,0.425,0.431,0.51,0.879
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_earthy,0.25,117,679,131,77,0.721,0.404,0.529,0.771,0.473,0.472,0.603,0.838
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_citrus,0.25,54,823,83,44,0.73,0.397,0.46,0.828,0.396,0.394,0.551,0.908
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_chemical,0.25,358,306,275,65,0.687,0.382,0.678,0.774,0.681,0.566,0.846,0.527
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_gourmand,0.25,170,588,184,62,0.747,0.436,0.58,0.814,0.574,0.48,0.733,0.762
4,KNN,KNN_n_neighbors=5_metric=cosine,meta_powdery_amber,0.25,138,631,175,60,0.74,0.412,0.54,0.778,0.435,0.441,0.697,0.783
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_floral,0.3,196,567,184,57,0.765,0.474,0.619,0.826,0.595,0.516,0.775,0.755
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_fruity,0.5,343,408,152,101,0.751,0.498,0.731,0.823,0.767,0.693,0.773,0.729
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_sweet,0.3,325,261,356,62,0.631,0.274,0.609,0.716,0.599,0.477,0.84,0.423
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_woody,0.3,138,657,142,67,0.748,0.445,0.569,0.836,0.582,0.493,0.673,0.822
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_green,0.3,386,250,317,51,0.662,0.351,0.677,0.753,0.672,0.549,0.883,0.441
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_spicy,0.3,132,628,155,89,0.7,0.366,0.52,0.759,0.485,0.46,0.597,0.802
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_animal_musk,0.3,69,773,78,84,0.68,0.365,0.46,0.759,0.414,0.469,0.451,0.908
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_earthy,0.2,132,633,177,62,0.731,0.395,0.525,0.786,0.515,0.427,0.68,0.781
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_citrus,0.4,39,870,36,59,0.679,0.404,0.451,0.838,0.422,0.52,0.398,0.96
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_chemical,0.3,358,310,271,65,0.69,0.388,0.681,0.783,0.697,0.569,0.846,0.534
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_gourmand,0.3,174,581,191,58,0.751,0.44,0.583,0.83,0.633,0.477,0.75,0.753
4,KNN,KNN_n_neighbors=11_metric=euclidean,meta_powdery_amber,0.4,92,697,109,106,0.665,0.328,0.461,0.778,0.431,0.458,0.465,0.865
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_floral,0.3,193,568,183,60,0.76,0.466,0.614,0.83,0.595,0.513,0.763,0.756
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_fruity,0.5,326,428,132,118,0.749,0.497,0.723,0.827,0.778,0.712,0.734,0.764
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_sweet,0.2,348,190,427,39,0.604,0.24,0.599,0.718,0.603,0.449,0.899,0.308
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_woody,0.3,142,649,150,63,0.752,0.448,0.571,0.838,0.576,0.486,0.693,0.812
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_green,0.3,377,280,287,60,0.678,0.374,0.685,0.758,0.672,0.568,0.863,0.494
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_spicy,0.3,124,632,151,97,0.684,0.342,0.5,0.757,0.487,0.451,0.561,0.807
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_animal_musk,0.3,75,766,85,78,0.695,0.383,0.479,0.776,0.43,0.469,0.49,0.9
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_earthy,0.2,129,649,161,65,0.733,0.406,0.533,0.798,0.518,0.445,0.665,0.801
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_citrus,0.3,51,842,64,47,0.725,0.419,0.479,0.841,0.414,0.443,0.52,0.929
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_chemical,0.3,359,317,264,64,0.697,0.401,0.686,0.789,0.704,0.576,0.849,0.546
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_gourmand,0.3,172,602,170,60,0.761,0.464,0.599,0.839,0.651,0.503,0.741,0.78
4,KNN,KNN_n_neighbors=11_metric=cosine,meta_powdery_amber,0.3,126,622,184,72,0.704,0.351,0.496,0.781,0.448,0.406,0.636,0.772
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_floral,0.3,193,558,193,60,0.753,0.451,0.604,0.823,0.594,0.5,0.763,0.743
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_fruity,0.5,344,385,175,100,0.731,0.459,0.714,0.814,0.767,0.663,0.775,0.688
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_sweet,0.35,311,284,333,76,0.632,0.268,0.603,0.709,0.595,0.483,0.804,0.46
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_woody,0.3,133,657,142,72,0.736,0.426,0.554,0.833,0.596,0.484,0.649,0.822
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_green,0.4,350,318,249,87,0.681,0.366,0.676,0.771,0.7,0.584,0.801,0.561
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_spicy,0.25,147,562,221,74,0.691,0.329,0.499,0.774,0.496,0.399,0.665,0.718
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_animal_musk,0.3,66,778,73,87,0.673,0.36,0.452,0.756,0.424,0.475,0.431,0.914
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_earthy,0.25,112,674,136,82,0.705,0.375,0.507,0.789,0.529,0.452,0.577,0.832
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_citrus,0.4,32,871,35,66,0.644,0.342,0.388,0.842,0.413,0.478,0.327,0.961
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_chemical,0.2,393,206,375,30,0.642,0.33,0.66,0.78,0.695,0.512,0.929,0.355
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_gourmand,0.4,160,644,128,72,0.762,0.488,0.615,0.838,0.658,0.556,0.69,0.834
4,KNN,KNN_n_neighbors=21_metric=euclidean,meta_powdery_amber,0.3,114,608,198,84,0.665,0.284,0.447,0.774,0.444,0.365,0.576,0.754
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_floral,0.3,202,572,179,51,0.78,0.501,0.637,0.833,0.602,0.53,0.798,0.762
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_fruity,0.45,355,396,164,89,0.753,0.504,0.737,0.823,0.777,0.684,0.8,0.707
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_sweet,0.3,325,267,350,62,0.636,0.283,0.612,0.712,0.597,0.481,0.84,0.433
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_woody,0.35,126,674,125,79,0.729,0.427,0.553,0.834,0.58,0.502,0.615,0.844
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_green,0.35,351,316,251,86,0.68,0.365,0.676,0.756,0.683,0.583,0.803,0.557
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_spicy,0.25,137,579,204,84,0.68,0.314,0.488,0.766,0.482,0.402,0.62,0.739
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_animal_musk,0.3,72,768,83,81,0.687,0.371,0.468,0.764,0.438,0.465,0.471,0.902
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_earthy,0.25,114,694,116,80,0.722,0.418,0.538,0.794,0.525,0.496,0.588,0.857
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_citrus,0.25,50,821,85,48,0.708,0.362,0.429,0.846,0.418,0.37,0.51,0.906
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_chemical,0.35,348,349,232,75,0.712,0.423,0.694,0.786,0.702,0.6,0.823,0.601
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_gourmand,0.35,173,616,156,59,0.772,0.488,0.617,0.835,0.653,0.526,0.746,0.798
4,KNN,KNN_n_neighbors=21_metric=cosine,meta_powdery_amber,0.35,101,663,143,97,0.666,0.309,0.457,0.774,0.435,0.414,0.51,0.823
